cell_id,row,col,x_norm,y_norm,width_norm,height_norm,lat,lon
1539,30,39,0.79,0.61,0.02,0.02,,
1540,30,40,0.81,0.61,0.02,0.02,,
1541,30,41,0.83,0.61,0.02,0.02,,
1542,30,42,0.85,0.61,0.02,0.02,,
1543,30,43,0.87,0.61,0.02,0.02,,
1544,30,44,0.89,0.61,0.02,0.02,,
1545,30,45,0.91,0.61,0.02,0.02,,
1546,30,46,0.93,0.61,0.02,0.02,,
1547,30,47,0.95,0.61,0.02,0.02,,
1548,30,48,0.97,0.61,0.02,0.02,,
1549,30,49,0.99,0.61,0.02,0.02,,
1550,31,0,0.01,0.63,0.02,0.02,,
1551,31,1,0.03,0.63,0.02,0.02,,
1552,31,2,0.05,0.63,0.02,0.02,,
1553,31,3,0.07,0.63,0.02,0.02,,
1554,31,4,0.09,0.63,0.02,0.02,,
1555,31,5,0.11,0.63,0.02,0.02,,
1556,31,6,0.13,0.63,0.02,0.02,,
1557,31,7,0.15,0.63,0.02,0.02,,
1558,31,8,0.17,0.63,0.02,0.02,,
1559,31,9,0.19,0.63,0.02,0.02,,
1560,31,10,0.21,0.63,0.02,0.02,,
1561,31,11,0.23,0.63,0.02,0.02,,
1562,31,12,0.25,0.63,0.02,0.02,,
1563,31,13,0.27,0.63,0.02,0.02,,
1564,31,14,0.29,0.63,0.02,0.02,,
1565,31,15,0.31,0.63,0.02,0.02,,
1566,31,16,0.33,0.63,0.02,0.02,,
1567,31,17,0.35,0.63,0.02,0.02,,
1568,31,18,0.37,0.63,0.02,0.02,,
1569,31,19,0.39,0.63,0.02,0.02,,
1570,31,20,0.41,0.63,0.02,0.02,,
1571,31,21,0.43,0.63,0.02,0.02,,
1572,31,22,0.45,0.63,0.02,0.02,,
1573,31,23,0.47,0.63,0.02,0.02,,
1574,31,24,0.49,0.63,0.02,0.02,,
1575,31,25,0.51,0.63,0.02,0.02,,
1576,31,26,0.53,0.63,0.02,0.02,,
1577,31,27,0.55,0.63,0.02,0.02,,
1578,31,28,0.57,0.63,0.02,0.02,,
1579,31,29,0.59,0.63,0.02,0.02,,
1580,31,30,0.61,0.63,0.02,0.02,,
1581,31,31,0.63,0.63,0.02,0.02,,
1582,31,32,0.65,0.63,0.02,0.02,,
1583,31,33,0.67,0.63,0.02,0.02,,
1584,31,34,0.69,0.63,0.02,0.02,,
1585,31,35,0.71,0.63,0.02,0.02,,
1586,31,36,0.73,0.63,0.02,0.02,,
1587,31,37,0.75,0.63,0.02,0.02,,
1588,31,38,0.77,0.63,0.02,0.02,,
1589,31,39,0.79,0.63,0.02,0.02,,
1590,31,40,0.81,0.63,0.02,0.02,,
1591,31,41,0.83,0.63,0.02,0.02,,
1592,31,42,0.85,0.63,0.02,0.02,,
1593,31,43,0.87,0.63,0.02,0.02,,
1594,31,44,0.89,0.63,0.02,0.02,,
1595,31,45,0.91,0.63,0.02,0.02,,
1596,31,46,0.93,0.63,0.02,0.02,,
1597,31,47,0.95,0.63,0.02,0.02,,
1598,31,48,0.97,0.63,0.02,0.02,,
1599,31,49,0.99,0.63,0.02,0.02,,
1600,32,0,0.01,0.65,0.02,0.02,,
1601,32,1,0.03,0.65,0.02,0.02,,
1602,32,2,0.05,0.65,0.02,0.02,,
1603,32,3,0.07,0.65,0.02,0.02,,
1604,32,4,0.09,0.65,0.02,0.02,,
1605,32,5,0.11,0.65,0.02,0.02,,
1606,32,6,0.13,0.65,0.02,0.02,,
1607,32,7,0.15,0.65,0.02,0.02,,
1608,32,8,0.17,0.65,0.02,0.02,,
1609,32,9,0.19,0.65,0.02,0.02,,
1610,32,10,0.21,0.65,0.02,0.02,,
1611,32,11,0.23,0.65,0.02,0.02,,
1612,32,12,0.25,0.65,0.02,0.02,,
1613,32,13,0.27,0.65,0.02,0.02,,
1614,32,14,0.29,0.65,0.02,0.02,,
1615,32,15,0.31,0.65,0.02,0.02,,
1616,32,16,0.33,0.65,0.02,0.02,,
1617,32,17,0.35,0.65,0.02,0.02,,
1618,32,18,0.37,0.65,0.02,0.02,,
1619,32,19,0.39,0.65,0.02,0.02,,
1620,32,20,0.41,0.65,0.02,0.02,,
1621,32,21,0.43,0.65,0.02,0.02,,
1622,32,22,0.45,0.65,0.02,0.02,,
1623,32,23,0.47,0.65,0.02,0.02,,
1624,32,24,0.49,0.65,0.02,0.02,,
1625,32,25,0.51,0.65,0.02,0.02,,
1626,32,26,0.53,0.65,0.02,0.02,,
1627,32,27,0.55,0.65,0.02,0.02,,
1628,32,28,0.57,0.65,0.02,0.02,,
1629,32,29,0.59,0.65,0.02,0.02,,
1630,32,30,0.61,0.65,0.02,0.02,,
1631,32,31,0.63,0.65,0.02,0.02,,
1632,32,32,0.65,0.65,0.02,0.02,,
1633,32,33,0.67,0.65,0.02,0.02,,
1634,32,34,0.69,0.65,0.02,0.02,,
1635,32,35,0.71,0.65,0.02,0.02,,
1636,32,36,0.73,0.65,0.02,0.02,,
1637,32,37,0.75,0.65,0.02,0.02,,
1638,32,38,0.77,0.65,0.02,0.02,,
1639,32,39,0.79,0.65,0.02,0.02,,
1640,32,40,0.81,0.65,0.02,0.02,,
1641,32,41,0.83,0.65,0.02,0.02,,
1642,32,42,0.85,0.65,0.02,0.02,,
1643,32,43,0.87,0.65,0.02,0.02,,
1644,32,44,0.89,0.65,0.02,0.02,,
1645,32,45,0.91,0.65,0.02,0.02,,
1646,32,46,0.93,0.65,0.02,0.02,,
1647,32,47,0.95,0.65,0.02,0.02,,
1648,32,48,0.97,0.65,0.02,0.02,,
1649,32,49,0.99,0.65,0.02,0.02,,
1650,33,0,0.01,0.67,0.02,0.02,,
1651,33,1,0.03,0.67,0.02,0.02,,
1652,33,2,0.05,0.67,0.02,0.02,,
1653,33,3,0.07,0.67,0.02,0.02,,
1654,33,4,0.09,0.67,0.02,0.02,,
1655,33,5,0.11,0.67,0.02,0.02,,
1656,33,6,0.13,0.67,0.02,0.02,,
1657,33,7,0.15,0.67,0.02,0.02,,
1658,33,8,0.17,0.67,0.02,0.02,,
1659,33,9,0.19,0.67,0.02,0.02,,
1660,33,10,0.21,0.67,0.02,0.02,,
1661,33,11,0.23,0.67,0.02,0.02,,
1662,33,12,0.25,0.67,0.02,0.02,,
1663,33,13,0.27,0.67,0.02,0.02,,
1664,33,14,0.29,0.67,0.02,0.02,,
1665,33,15,0.31,0.67,0.02,0.02,,
1666,33,16,0.33,0.67,0.02,0.02,,
1667,33,17,0.35,0.67,0.02,0.02,,
1668,33,18,0.37,0.67,0.02,0.02,,
1669,33,19,0.39,0.67,0.02,0.02,,
1670,33,20,0.41,0.67,0.02,0.02,,
1671,33,21,0.43,0.67,0.02,0.02,,
1672,33,22,0.45,0.67,0.02,0.02,,
1673,33,23,0.47,0.67,0.02,0.02,,
1674,33,24,0.49,0.67,0.02,0.02,,
1675,33,25,0.51,0.67,0.02,0.02,,
1676,33,26,0.53,0.67,0.02,0.02,,
1677,33,27,0.55,0.67,0.02,0.02,,
1678,33,28,0.57,0.67,0.02,0.02,,
1679,33,29,0.59,0.67,0.02,0.02,,
1680,33,30,0.61,0.67,0.02,0.02,,
1681,33,31,0.63,0.67,0.02,0.02,,
1682,33,32,0.65,0.67,0.02,0.02,,
1683,33,33,0.67,0.67,0.02,0.02,,
1684,33,34,0.69,0.67,0.02,0.02,,
1685,33,35,0.71,0.67,0.02,0.02,,
1686,33,36,0.73,0.67,0.02,0.02,,
1687,33,37,0.75,0.67,0.02,0.02,,
1688,33,38,0.77,0.67,0.02,0.02,,
1689,33,39,0.79,0.67,0.02,0.02,,
1690,33,40,0.81,0.67,0.02,0.02,,
1691,33,41,0.83,0.67,0.02,0.02,,
1692,33,42,0.85,0.67,0.02,0.02,,
1693,33,43,0.87,0.67,0.02,0.02,,
1694,33,44,0.89,0.67,0.02,0.02,,
1695,33,45,0.91,0.67,0.02,0.02,,
1696,33,46,0.93,0.67,0.02,0.02,,
1697,33,47,0.95,0.67,0.02,0.02,,
1698,33,48,0.97,0.67,0.02,0.02,,
1699,33,49,0.99,0.67,0.02,0.02,,
1700,34,0,0.01,0.69,0.02,0.02,,
1701,34,1,0.03,0.69,0.02,0.02,,
1702,34,2,0.05,0.69,0.02,0.02,,
1703,34,3,0.07,0.69,0.02,0.02,,
1704,34,4,0.09,0.69,0.02,0.02,,
1705,34,5,0.11,0.69,0.02,0.02,,
1706,34,6,0.13,0.69,0.02,0.02,,
1707,34,7,0.15,0.69,0.02,0.02,,
1708,34,8,0.17,0.69,0.02,0.02,,
1709,34,9,0.19,0.69,0.02,0.02,,
1710,34,10,0.21,0.69,0.02,0.02,,
1711,34,11,0.23,0.69,0.02,0.02,,
1712,34,12,0.25,0.69,0.02,0.02,,
1713,34,13,0.27,0.69,0.02,0.02,,
1714,34,14,0.29,0.69,0.02,0.02,,
1715,34,15,0.31,0.69,0.02,0.02,,
1716,34,16,0.33,0.69,0.02,0.02,,
1717,34,17,0.35,0.69,0.02,0.02,,
1718,34,18,0.37,0.69,0.02,0.02,,
1719,34,19,0.39,0.69,0.02,0.02,,
1720,34,20,0.41,0.69,0.02,0.02,,
1721,34,21,0.43,0.69,0.02,0.02,,
1722,34,22,0.45,0.69,0.02,0.02,,
1723,34,23,0.47,0.69,0.02,0.02,,
1724,34,24,0.49,0.69,0.02,0.02,,
1725,34,25,0.51,0.69,0.02,0.02,,
1726,34,26,0.53,0.69,0.02,0.02,,
1727,34,27,0.55,0.69,0.02,0.02,,
1728,34,28,0.57,0.69,0.02,0.02,,
1729,34,29,0.59,0.69,0.02,0.02,,
1730,34,30,0.61,0.69,0.02,0.02,,
1731,34,31,0.63,0.69,0.02,0.02,,
1732,34,32,0.65,0.69,0.02,0.02,,
1733,34,33,0.67,0.69,0.02,0.02,,
1734,34,34,0.69,0.69,0.02,0.02,,
1735,34,35,0.71,0.69,0.02,0.02,,
1736,34,36,0.73,0.69,0.02,0.02,,
1737,34,37,0.75,0.69,0.02,0.02,,
1738,34,38,0.77,0.69,0.02,0.02,,
1739,34,39,0.79,0.69,0.02,0.02,,
1740,34,40,0.81,0.69,0.02,0.02,,
1741,34,41,0.83,0.69,0.02,0.02,,
1742,34,42,0.85,0.69,0.02,0.02,,
1743,34,43,0.87,0.69,0.02,0.02,,
1744,34,44,0.89,0.69,0.02,0.02,,
1745,34,45,0.91,0.69,0.02,0.02,,
1746,34,46,0.93,0.69,0.02,0.02,,
1747,34,47,0.95,0.69,0.02,0.02,,
1748,34,48,0.97,0.69,0.02,0.02,,
1749,34,49,0.99,0.69,0.02,0.02,,
1750,35,0,0.01,0.71,0.02,0.02,,
1751,35,1,0.03,0.71,0.02,0.02,,
1752,35,2,0.05,0.71,0.02,0.02,,
1753,35,3,0.07,0.71,0.02,0.02,,
1754,35,4,0.09,0.71,0.02,0.02,,
1755,35,5,0.11,0.71,0.02,0.02,,
1756,35,6,0.13,0.71,0.02,0.02,,
1757,35,7,0.15,0.71,0.02,0.02,,
1758,35,8,0.17,0.71,0.02,0.02,,
1759,35,9,0.19,0.71,0.02,0.02,,
1760,35,10,0.21,0.71,0.02,0.02,,
1761,35,11,0.23,0.71,0.02,0.02,,
1762,35,12,0.25,0.71,0.02,0.02,,
1763,35,13,0.27,0.71,0.02,0.02,,
1764,35,14,0.29,0.71,0.02,0.02,,
1765,35,15,0.31,0.71,0.02,0.02,,
1766,35,16,0.33,0.71,0.02,0.02,,
1767,35,17,0.35,0.71,0.02,0.02,,
1768,35,18,0.37,0.71,0.02,0.02,,
1769,35,19,0.39,0.71,0.02,0.02,,
1770,35,20,0.41,0.71,0.02,0.02,,
1771,35,21,0.43,0.71,0.02,0.02,,
1772,35,22,0.45,0.71,0.02,0.02,,
1773,35,23,0.47,0.71,0.02,0.02,,
1774,35,24,0.49,0.71,0.02,0.02,,
1775,35,25,0.51,0.71,0.02,0.02,,
1776,35,26,0.53,0.71,0.02,0.02,,
1777,35,27,0.55,0.71,0.02,0.02,,
1778,35,28,0.57,0.71,0.02,0.02,,
1779,35,29,0.59,0.71,0.02,0.02,,
1780,35,30,0.61,0.71,0.02,0.02,,
1781,35,31,0.63,0.71,0.02,0.02,,
1782,35,32,0.65,0.71,0.02,0.02,,
1783,35,33,0.67,0.71,0.02,0.02,,
1784,35,34,0.69,0.71,0.02,0.02,,
1785,35,35,0.71,0.71,0.02,0.02,,
1786,35,36,0.73,0.71,0.02,0.02,,
1787,35,37,0.75,0.71,0.02,0.02,,
1788,35,38,0.77,0.71,0.02,0.02,,
1789,35,39,0.79,0.71,0.02,0.02,,
1790,35,40,0.81,0.71,0.02,0.02,,
1791,35,41,0.83,0.71,0.02,0.02,,
1792,35,42,0.85,0.71,0.02,0.02,,
1793,35,43,0.87,0.71,0.02,0.02,,
1794,35,44,0.89,0.71,0.02,0.02,,
1795,35,45,0.91,0.71,0.02,0.02,,
1796,35,46,0.93,0.71,0.02,0.02,,
1797,35,47,0.95,0.71,0.02,0.02,,
1798,35,48,0.97,0.71,0.02,0.02,,
1799,35,49,0.99,0.71,0.02,0.02,,
1800,36,0,0.01,0.73,0.02,0.02,,
1801,36,1,0.03,0.73,0.02,0.02,,
1802,36,2,0.05,0.73,0.02,0.02,,
1803,36,3,0.07,0.73,0.02,0.02,,
1804,36,4,0.09,0.73,0.02,0.02,,
1805,36,5,0.11,0.73,0.02,0.02,,
1806,36,6,0.13,0.73,0.02,0.02,,
1807,36,7,0.15,0.73,0.02,0.02,,
1808,36,8,0.17,0.73,0.02,0.02,,
1809,36,9,0.19,0.73,0.02,0.02,,
1810,36,10,0.21,0.73,0.02,0.02,,
1811,36,11,0.23,0.73,0.02,0.02,,
1812,36,12,0.25,0.73,0.02,0.02,,
1813,36,13,0.27,0.73,0.02,0.02,,
1814,36,14,0.29,0.73,0.02,0.02,,
1815,36,15,0.31,0.73,0.02,0.02,,
1816,36,16,0.33,0.73,0.02,0.02,,
1817,36,17,0.35,0.73,0.02,0.02,,
1818,36,18,0.37,0.73,0.02,0.02,,
1819,36,19,0.39,0.73,0.02,0.02,,
1820,36,20,0.41,0.73,0.02,0.02,,
1821,36,21,0.43,0.73,0.02,0.02,,
1822,36,22,0.45,0.73,0.02,0.02,,
1823,36,23,0.47,0.73,0.02,0.02,,
1824,36,24,0.49,0.73,0.02,0.02,,
1825,36,25,0.51,0.73,0.02,0.02,,
1826,36,26,0.53,0.73,0.02,0.02,,
1827,36,27,0.55,0.73,0.02,0.02,,
1828,36,28,0.57,0.73,0.02,0.02,,
1829,36,29,0.59,0.73,0.02,0.02,,
1830,36,30,0.61,0.73,0.02,0.02,,
1831,36,31,0.63,0.73,0.02,0.02,,
1832,36,32,0.65,0.73,0.02,0.02,,
1833,36,33,0.67,0.73,0.02,0.02,,
1834,36,34,0.69,0.73,0.02,0.02,,
1835,36,35,0.71,0.73,0.02,0.02,,
1836,36,36,0.73,0.73,0.02,0.02,,
1837,36,37,0.75,0.73,0.02,0.02,,
1838,36,38,0.77,0.73,0.02,0.02,,
1839,36,39,0.79,0.73,0.02,0.02,,
1840,36,40,0.81,0.73,0.02,0.02,,
1841,36,41,0.83,0.73,0.02,0.02,,
1842,36,42,0.85,0.73,0.02,0.02,,
1843,36,43,0.87,0.73,0.02,0.02,,
1844,36,44,0.89,0.73,0.02,0.02,,
1845,36,45,0.91,0.73,0.02,0.02,,
1846,36,46,0.93,0.73,0.02,0.02,,
1847,36,47,0.95,0.73,0.02,0.02,,
1848,36,48,0.97,0.73,0.02,0.02,,
1849,36,49,0.99,0.73,0.02,0.02,,
1850,37,0,0.01,0.75,0.02,0.02,,
1851,37,1,0.03,0.75,0.02,0.02,,
1852,37,2,0.05,0.75,0.02,0.02,,
1853,37,3,0.07,0.75,0.02,0.02,,
1854,37,4,0.09,0.75,0.02,0.02,,
1855,37,5,0.11,0.75,0.02,0.02,,
1856,37,6,0.13,0.75,0.02,0.02,,
1857,37,7,0.15,0.75,0.02,0.02,,
1858,37,8,0.17,0.75,0.02,0.02,,
1859,37,9,0.19,0.75,0.02,0.02,,
1860,37,10,0.21,0.75,0.02,0.02,,
1861,37,11,0.23,0.75,0.02,0.02,,
1862,37,12,0.25,0.75,0.02,0.02,,
1863,37,13,0.27,0.75,0.02,0.02,,
1864,37,14,0.29,0.75,0.02,0.02,,
1865,37,15,0.31,0.75,0.02,0.02,,
1866,37,16,0.33,0.75,0.02,0.02,,
1867,37,17,0.35,0.75,0.02,0.02,,
1868,37,18,0.37,0.75,0.02,0.02,,
1869,37,19,0.39,0.75,0.02,0.02,,
1870,37,20,0.41,0.75,0.02,0.02,,
1871,37,21,0.43,0.75,0.02,0.02,,
1872,37,22,0.45,0.75,0.02,0.02,,
1873,37,23,0.47,0.75,0.02,0.02,,
1874,37,24,0.49,0.75,0.02,0.02,,
1875,37,25,0.51,0.75,0.02,0.02,,
1876,37,26,0.53,0.75,0.02,0.02,,
1877,37,27,0.55,0.75,0.02,0.02,,
1878,37,28,0.57,0.75,0.02,0.02,,
1879,37,29,0.59,0.75,0.02,0.02,,
1880,37,30,0.61,0.75,0.02,0.02,,
1881,37,31,0.63,0.75,0.02,0.02,,
1882,37,32,0.65,0.75,0.02,0.02,,
1883,37,33,0.67,0.75,0.02,0.02,,
1884,37,34,0.69,0.75,0.02,0.02,,
1885,37,35,0.71,0.75,0.02,0.02,,
1886,37,36,0.73,0.75,0.02,0.02,,
1887,37,37,0.75,0.75,0.02,0.02,,
1888,37,38,0.77,0.75,0.02,0.02,,
1889,37,39,0.79,0.75,0.02,0.02,,
1890,37,40,0.81,0.75,0.02,0.02,,
1891,37,41,0.83,0.75,0.02,0.02,,
1892,37,42,0.85,0.75,0.02,0.02,,
1893,37,43,0.87,0.75,0.02,0.02,,
1894,37,44,0.89,0.75,0.02,0.02,,
1895,37,45,0.91,0.75,0.02,0.02,,
1896,37,46,0.93,0.75,0.02,0.02,,
1897,37,47,0.95,0.75,0.02,0.02,,
1898,37,48,0.97,0.75,0.02,0.02,,
1899,37,49,0.99,0.75,0.02,0.02,,
1900,38,0,0.01,0.77,0.02,0.02,,
1901,38,1,0.03,0.77,0.02,0.02,,
1902,38,2,0.05,0.77,0.02,0.02,,
1903,38,3,0.07,0.77,0.02,0.02,,
1904,38,4,0.09,0.77,0.02,0.02,,
1905,38,5,0.11,0.77,0.02,0.02,,
1906,38,6,0.13,0.77,0.02,0.02,,
1907,38,7,0.15,0.77,0.02,0.02,,
1908,38,8,0.17,0.77,0.02,0.02,,
1909,38,9,0.19,0.77,0.02,0.02,,
1910,38,10,0.21,0.77,0.02,0.02,,
1911,38,11,0.23,0.77,0.02,0.02,,
1912,38,12,0.25,0.77,0.02,0.02,,
1913,38,13,0.27,0.77,0.02,0.02,,
1914,38,14,0.29,0.77,0.02,0.02,,
1915,38,15,0.31,0.77,0.02,0.02,,
1916,38,16,0.33,0.77,0.02,0.02,,
1917,38,17,0.35,0.77,0.02,0.02,,
1918,38,18,0.37,0.77,0.02,0.02,,
1919,38,19,0.39,0.77,0.02,0.02,,
1920,38,20,0.41,0.77,0.02,0.02,,
1921,38,21,0.43,0.77,0.02,0.02,,
1922,38,22,0.45,0.77,0.02,0.02,,
1923,38,23,0.47,0.77,0.02,0.02,,
1924,38,24,0.49,0.77,0.02,0.02,,
1925,38,25,0.51,0.77,0.02,0.02,,
1926,38,26,0.53,0.77,0.02,0.02,,
1927,38,27,0.55,0.77,0.02,0.02,,
1928,38,28,0.57,0.77,0.02,0.02,,
1929,38,29,0.59,0.77,0.02,0.02,,
1930,38,30,0.61,0.77,0.02,0.02,,
1931,38,31,0.63,0.77,0.02,0.02,,
1932,38,32,0.65,0.77,0.02,0.02,,
1933,38,33,0.67,0.77,0.02,0.02,,
1934,38,34,0.69,0.77,0.02,0.02,,
1935,38,35,0.71,0.77,0.02,0.02,,
1936,38,36,0.73,0.77,0.02,0.02,,
1937,38,37,0.75,0.77,0.02,0.02,,
1938,38,38,0.77,0.77,0.02,0.02,,
1939,38,39,0.79,0.77,0.02,0.02,,
1940,38,40,0.81,0.77,0.02,0.02,,
1941,38,41,0.83,0.77,0.02,0.02,,
1942,38,42,0.85,0.77,0.02,0.02,,
1943,38,43,0.87,0.77,0.02,0.02,,
1944,38,44,0.89,0.77,0.02,0.02,,
1945,38,45,0.91,0.77,0.02,0.02,,
1946,38,46,0.93,0.77,0.02,0.02,,
1947,38,47,0.95,0.77,0.02,0.02,,
1948,38,48,0.97,0.77,0.02,0.02,,
1949,38,49,0.99,0.77,0.02,0.02,,
1950,39,0,0.01,0.79,0.02,0.02,,
1951,39,1,0.03,0.79,0.02,0.02,,
1952,39,2,0.05,0.79,0.02,0.02,,
1953,39,3,0.07,0.79,0.02,0.02,,
1954,39,4,0.09,0.79,0.02,0.02,,
1955,39,5,0.11,0.79,0.02,0.02,,
1956,39,6,0.13,0.79,0.02,0.02,,
1957,39,7,0.15,0.79,0.02,0.02,,
1958,39,8,0.17,0.79,0.02,0.02,,
1959,39,9,0.19,0.79,0.02,0.02,,
1960,39,10,0.21,0.79,0.02,0.02,,
1961,39,11,0.23,0.79,0.02,0.02,,
1962,39,12,0.25,0.79,0.02,0.02,,
1963,39,13,0.27,0.79,0.02,0.02,,
1964,39,14,0.29,0.79,0.02,0.02,,
1965,39,15,0.31,0.79,0.02,0.02,,
1966,39,16,0.33,0.79,0.02,0.02,,
1967,39,17,0.35,0.79,0.02,0.02,,
1968,39,18,0.37,0.79,0.02,0.02,,
1969,39,19,0.39,0.79,0.02,0.02,,
1970,39,20,0.41,0.79,0.02,0.02,,
1971,39,21,0.43,0.79,0.02,0.02,,
1972,39,22,0.45,0.79,0.02,0.02,,
1973,39,23,0.47,0.79,0.02,0.02,,
1974,39,24,0.49,0.79,0.02,0.02,,
1975,39,25,0.51,0.79,0.02,0.02,,
1976,39,26,0.53,0.79,0.02,0.02,,
1977,39,27,0.55,0.79,0.02,0.02,,
1978,39,28,0.57,0.79,0.02,0.02,,
1979,39,29,0.59,0.79,0.02,0.02,,
1980,39,30,0.61,0.79,0.02,0.02,,
1981,39,31,0.63,0.79,0.02,0.02,,
1982,39,32,0.65,0.79,0.02,0.02,,
1983,39,33,0.67,0.79,0.02,0.02,,
1984,39,34,0.69,0.79,0.02,0.02,,
1985,39,35,0.71,0.79,0.02,0.02,,
1986,39,36,0.73,0.79,0.02,0.02,,
1987,39,37,0.75,0.79,0.02,0.02,,
1988,39,38,0.77,0.79,0.02,0.02,,
1989,39,39,0.79,0.79,0.02,0.02,,
1990,39,40,0.81,0.79,0.02,0.02,,
1991,39,41,0.83,0.79,0.02,0.02,,
1992,39,42,0.85,0.79,0.02,0.02,,
1993,39,43,0.87,0.79,0.02,0.02,,
1994,39,44,0.89,0.79,0.02,0.02,,
1995,39,45,0.91,0.79,0.02,0.02,,
1996,39,46,0.93,0.79,0.02,0.02,,
1997,39,47,0.95,0.79,0.02,0.02,,
1998,39,48,0.97,0.79,0.02,0.02,,
1999,39,49,0.99,0.79,0.02,0.02,,
2000,40,0,0.01,0.81,0.02,0.02,,
2001,40,1,0.03,0.81,0.02,0.02,,
2002,40,2,0.05,0.81,0.02,0.02,,
2003,40,3,0.07,0.81,0.02,0.02,,
2004,40,4,0.09,0.81,0.02,0.02,,
2005,40,5,0.11,0.81,0.02,0.02,,
2006,40,6,0.13,0.81,0.02,0.02,,
2007,40,7,0.15,0.81,0.02,0.02,,
2008,40,8,0.17,0.81,0.02,0.02,,
2009,40,9,0.19,0.81,0.02,0.02,,
2010,40,10,0.21,0.81,0.02,0.02,,
2011,40,11,0.23,0.81,0.02,0.02,,
2012,40,12,0.25,0.81,0.02,0.02,,
2013,40,13,0.27,0.81,0.02,0.02,,
2014,40,14,0.29,0.81,0.02,0.02,,
2015,40,15,0.31,0.81,0.02,0.02,,
2016,40,16,0.33,0.81,0.02,0.02,,
2017,40,17,0.35,0.81,0.02,0.02,,
2018,40,18,0.37,0.81,0.02,0.02,,
2019,40,19,0.39,0.81,0.02,0.02,,
2020,40,20,0.41,0.81,0.02,0.02,,
2021,40,21,0.43,0.81,0.02,0.02,,
2022,40,22,0.45,0.81,0.02,0.02,,
2023,40,23,0.47,0.81,0.02,0.02,,
2024,40,24,0.49,0.81,0.02,0.02,,
2025,40,25,0.51,0.81,0.02,0.02,,
2026,40,26,0.53,0.81,0.02,0.02,,
2027,40,27,0.55,0.81,0.02,0.02,,
2028,40,28,0.57,0.81,0.02,0.02,,
2029,40,29,0.59,0.81,0.02,0.02,,
2030,40,30,0.61,0.81,0.02,0.02,,
2031,40,31,0.63,0.81,0.02,0.02,,
2032,40,32,0.65,0.81,0.02,0.02,,
2033,40,33,0.67,0.81,0.02,0.02,,
2034,40,34,0.69,0.81,0.02,0.02,,
2035,40,35,0.71,0.81,0.02,0.02,,
2036,40,36,0.73,0.81,0.02,0.02,,
2037,40,37,0.75,0.81,0.02,0.02,,
2038,40,38,0.77,0.81,0.02,0.02,,
2039,40,39,0.79,0.81,0.02,0.02,,
2040,40,40,0.81,0.81,0.02,0.02,,
2041,40,41,0.83,0.81,0.02,0.02,,
2042,40,42,0.85,0.81,0.02,0.02,,
2043,40,43,0.87,0.81,0.02,0.02,,
2044,40,44,0.89,0.81,0.02,0.02,,
2045,40,45,0.91,0.81,0.02,0.02,,
2046,40,46,0.93,0.81,0.02,0.02,,
2047,40,47,0.95,0.81,0.02,0.02,,
2048,40,48,0.97,0.81,0.02,0.02,,
2049,40,49,0.99,0.81,0.02,0.02,,
2050,41,0,0.01,0.83,0.02,0.02,,
2051,41,1,0.03,0.83,0.02,0.02,,
2052,41,2,0.05,0.83,0.02,0.02,,
2053,41,3,0.07,0.83,0.02,0.02,,
2054,41,4,0.09,0.83,0.02,0.02,,
2055,41,5,0.11,0.83,0.02,0.02,,
2056,41,6,0.13,0.83,0.02,0.02,,
2057,41,7,0.15,0.83,0.02,0.02,,
2058,41,8,0.17,0.83,0.02,0.02,,
2059,41,9,0.19,0.83,0.02,0.02,,
2060,41,10,0.21,0.83,0.02,0.02,,
2061,41,11,0.23,0.83,0.02,0.02,,
2062,41,12,0.25,0.83,0.02,0.02,,
2063,41,13,0.27,0.83,0.02,0.02,,
2064,41,14,0.29,0.83,0.02,0.02,,
2065,41,15,0.31,0.83,0.02,0.02,,
2066,41,16,0.33,0.83,0.02,0.02,,
2067,41,17,0.35,0.83,0.02,0.02,,
2068,41,18,0.37,0.83,0.02,0.02,,
2069,41,19,0.39,0.83,0.02,0.02,,
2070,41,20,0.41,0.83,0.02,0.02,,
2071,41,21,0.43,0.83,0.02,0.02,,
2072,41,22,0.45,0.83,0.02,0.02,,
2073,41,23,0.47,0.83,0.02,0.02,,
2074,41,24,0.49,0.83,0.02,0.02,,
2075,41,25,0.51,0.83,0.02,0.02,,
2076,41,26,0.53,0.83,0.02,0.02,,
2077,41,27,0.55,0.83,0.02,0.02,,
2078,41,28,0.57,0.83,0.02,0.02,,
2079,41,29,0.59,0.83,0.02,0.02,,
2080,41,30,0.61,0.83,0.02,0.02,,
2081,41,31,0.63,0.83,0.02,0.02,,
2082,41,32,0.65,0.83,0.02,0.02,,
2083,41,33,0.67,0.83,0.02,0.02,,
2084,41,34,0.69,0.83,0.02,0.02,,
2085,41,35,0.71,0.83,0.02,0.02,,
2086,41,36,0.73,0.83,0.02,0.02,,
2087,41,37,0.75,0.83,0.02,0.02,,
2088,41,38,0.77,0.83,0.02,0.02,,
2089,41,39,0.79,0.83,0.02,0.02,,
2090,41,40,0.81,0.83,0.02,0.02,,
2091,41,41,0.83,0.83,0.02,0.02,,
2092,41,42,0.85,0.83,0.02,0.02,,
2093,41,43,0.87,0.83,0.02,0.02,,
2094,41,44,0.89,0.83,0.02,0.02,,
2095,41,45,0.91,0.83,0.02,0.02,,
2096,41,46,0.93,0.83,0.02,0.02,,
