frame_index,time_iso,image_url
0,2025-11-30T18:00:21Z,images/goes_c13_frame_00.png
1,2025-11-30T19:00:21Z,images/goes_c13_frame_01.png
2,2025-11-30T20:00:21Z,images/goes_c13_frame_02.png
3,2025-11-30T21:00:21Z,images/goes_c13_frame_03.png
4,2025-11-30T22:00:21Z,images/goes_c13_frame_04.png
5,2025-11-30T23:00:21Z,images/goes_c13_frame_05.png
