"tract","yr_id","full_name","jobs"
"162.01","2010","Agriculture and Mining","0"
"162.01","2010","Construction","0"
"162.01","2010","Manufacturing","0"
"162.01","2010","Wholesale Trade","0"
"162.01","2010","Retail Trade","0"
"162.01","2010","Transporation, Warehousing, and Utilities","0"
"162.01","2010","Information","0"
"162.01","2010","Finance and Real Estate","0"
"162.01","2010","Professional and Business Services","0"
"162.01","2010","Education and Healthcare","0"
"162.01","2010","Leisure and Hospitality","0"
"162.01","2010","Office Services","0"
"162.01","2010","Government","0"
"162.01","2010","Self-Employed","0"
"162.02","2010","Military","0"
"162.02","2010","Agriculture and Mining","0"
"162.02","2010","Construction","0"
"162.02","2010","Manufacturing","0"
"162.02","2010","Wholesale Trade","0"
"162.02","2010","Retail Trade","0"
"162.02","2010","Transporation, Warehousing, and Utilities","0"
"162.02","2010","Information","0"
"162.02","2010","Finance and Real Estate","0"
"162.02","2010","Professional and Business Services","0"
"162.02","2010","Education and Healthcare","0"
"162.02","2010","Leisure and Hospitality","0"
"162.02","2010","Office Services","0"
"162.02","2010","Government","0"
"162.02","2010","Self-Employed","0"
"163.01","2010","Military","0"
"163.01","2010","Agriculture and Mining","0"
"163.01","2010","Construction","0"
"163.01","2010","Manufacturing","0"
"163.01","2010","Wholesale Trade","0"
"163.01","2010","Retail Trade","0"
"163.01","2010","Transporation, Warehousing, and Utilities","0"
"163.01","2010","Information","0"
"163.01","2010","Finance and Real Estate","0"
"163.01","2010","Professional and Business Services","0"
"163.01","2010","Education and Healthcare","0"
"163.01","2010","Leisure and Hospitality","0"
"163.01","2010","Office Services","0"
"163.01","2010","Government","0"
"163.01","2010","Self-Employed","0"
"163.02","2010","Military","0"
"163.02","2010","Agriculture and Mining","0"
"163.02","2010","Construction","0"
"163.02","2010","Manufacturing","0"
"163.02","2010","Wholesale Trade","0"
"163.02","2010","Retail Trade","0"
"163.02","2010","Transporation, Warehousing, and Utilities","0"
"163.02","2010","Information","0"
"163.02","2010","Finance and Real Estate","0"
"163.02","2010","Professional and Business Services","0"
"163.02","2010","Education and Healthcare","0"
"163.02","2010","Leisure and Hospitality","0"
"163.02","2010","Office Services","0"
"163.02","2010","Government","0"
"163.02","2010","Self-Employed","0"
"164.01","2010","Military","0"
"164.01","2010","Agriculture and Mining","0"
"164.01","2010","Construction","0"
"164.01","2010","Manufacturing","0"
"164.01","2010","Wholesale Trade","0"
"164.01","2010","Retail Trade","0"
"164.01","2010","Transporation, Warehousing, and Utilities","0"
"164.01","2010","Information","0"
"164.01","2010","Finance and Real Estate","0"
"164.01","2010","Professional and Business Services","0"
"164.01","2010","Education and Healthcare","0"
"164.01","2010","Leisure and Hospitality","0"
"164.01","2010","Office Services","0"
"164.01","2010","Government","0"
"164.01","2010","Self-Employed","0"
"164.02","2010","Military","0"
"164.02","2010","Agriculture and Mining","0"
"164.02","2010","Construction","0"
"164.02","2010","Manufacturing","0"
"164.02","2010","Wholesale Trade","0"
"164.02","2010","Retail Trade","0"
"164.02","2010","Transporation, Warehousing, and Utilities","0"
"164.02","2010","Information","0"
"164.02","2010","Finance and Real Estate","0"
"164.02","2010","Professional and Business Services","0"
"164.02","2010","Education and Healthcare","0"
"164.02","2010","Leisure and Hospitality","0"
"164.02","2010","Office Services","0"
"164.02","2010","Government","0"
"164.02","2010","Self-Employed","0"
"165.02","2010","Military","0"
"165.02","2010","Agriculture and Mining","0"
"165.02","2010","Construction","0"
"165.02","2010","Manufacturing","0"
"165.02","2010","Wholesale Trade","0"
"165.02","2010","Retail Trade","0"
"165.02","2010","Transporation, Warehousing, and Utilities","0"
"165.02","2010","Information","0"
"165.02","2010","Finance and Real Estate","0"
"165.02","2010","Professional and Business Services","0"
"165.02","2010","Education and Healthcare","0"
"165.02","2010","Leisure and Hospitality","0"
"165.02","2010","Office Services","0"
"165.02","2010","Government","0"
"165.02","2010","Self-Employed","0"
"165.03","2010","Military","0"
"165.03","2010","Agriculture and Mining","0"
"165.03","2010","Construction","0"
"165.03","2010","Manufacturing","0"
"165.03","2010","Wholesale Trade","0"
"165.03","2010","Retail Trade","0"
"165.03","2010","Transporation, Warehousing, and Utilities","0"
"165.03","2010","Information","0"
"165.03","2010","Finance and Real Estate","0"
"165.03","2010","Professional and Business Services","0"
"165.03","2010","Education and Healthcare","0"
"165.03","2010","Leisure and Hospitality","0"
"165.03","2010","Office Services","0"
"165.03","2010","Government","0"
"165.03","2010","Self-Employed","0"
"165.04","2010","Military","0"
"165.04","2010","Agriculture and Mining","0"
"165.04","2010","Construction","0"
"165.04","2010","Manufacturing","0"
"165.04","2010","Wholesale Trade","0"
"165.04","2010","Retail Trade","0"
"165.04","2010","Transporation, Warehousing, and Utilities","0"
"165.04","2010","Information","0"
"165.04","2010","Finance and Real Estate","0"
"165.04","2010","Professional and Business Services","0"
"165.04","2010","Education and Healthcare","0"
"165.04","2010","Leisure and Hospitality","0"
"165.04","2010","Office Services","0"
"165.04","2010","Government","0"
"165.04","2010","Self-Employed","0"
"166.05","2010","Military","0"
"166.05","2010","Agriculture and Mining","0"
"166.05","2010","Construction","0"
"166.05","2010","Manufacturing","0"
"166.05","2010","Wholesale Trade","0"
"166.05","2010","Retail Trade","0"
"166.05","2010","Transporation, Warehousing, and Utilities","0"
"166.05","2010","Information","0"
"166.05","2010","Finance and Real Estate","0"
"166.05","2010","Professional and Business Services","0"
"166.05","2010","Education and Healthcare","0"
"166.05","2010","Leisure and Hospitality","0"
"166.05","2010","Office Services","0"
"166.05","2010","Government","0"
"166.05","2010","Self-Employed","0"
"166.06","2010","Military","0"
"166.06","2010","Agriculture and Mining","0"
"166.06","2010","Construction","0"
"166.06","2010","Manufacturing","0"
"166.06","2010","Wholesale Trade","0"
"166.06","2010","Retail Trade","0"
"166.06","2010","Transporation, Warehousing, and Utilities","0"
"166.06","2010","Information","0"
"166.06","2010","Finance and Real Estate","0"
"166.06","2010","Professional and Business Services","0"
"166.06","2010","Education and Healthcare","0"
"166.06","2010","Leisure and Hospitality","0"
"166.06","2010","Office Services","0"
"166.06","2010","Government","0"
"166.06","2010","Self-Employed","0"
"166.07","2010","Military","0"
"166.07","2010","Agriculture and Mining","0"
"166.07","2010","Construction","0"
"166.07","2010","Manufacturing","0"
"166.07","2010","Wholesale Trade","0"
"166.07","2010","Retail Trade","0"
"166.07","2010","Transporation, Warehousing, and Utilities","0"
"166.07","2010","Information","0"
"166.07","2010","Finance and Real Estate","0"
"166.07","2010","Professional and Business Services","0"
"166.07","2010","Education and Healthcare","0"
"166.07","2010","Leisure and Hospitality","0"
"166.07","2010","Office Services","0"
"166.07","2010","Government","0"
"166.07","2010","Self-Employed","0"
"166.08","2010","Military","0"
"166.08","2010","Agriculture and Mining","0"
"166.08","2010","Construction","0"
"166.08","2010","Manufacturing","0"
"166.08","2010","Wholesale Trade","0"
"166.08","2010","Retail Trade","0"
"166.08","2010","Transporation, Warehousing, and Utilities","0"
"166.08","2010","Information","0"
"166.08","2010","Finance and Real Estate","0"
"166.08","2010","Professional and Business Services","0"
"166.08","2010","Education and Healthcare","0"
"166.08","2010","Leisure and Hospitality","0"
"166.08","2010","Office Services","0"
"166.08","2010","Government","0"
"166.08","2010","Self-Employed","0"
"166.09","2010","Military","0"
"166.09","2010","Agriculture and Mining","0"
"166.09","2010","Construction","0"
"166.09","2010","Manufacturing","0"
"166.09","2010","Wholesale Trade","0"
"166.09","2010","Retail Trade","0"
"166.09","2010","Transporation, Warehousing, and Utilities","0"
"166.09","2010","Information","0"
"166.09","2010","Finance and Real Estate","0"
"166.09","2010","Professional and Business Services","0"
"166.09","2010","Education and Healthcare","0"
"166.09","2010","Leisure and Hospitality","0"
"166.09","2010","Office Services","0"
"166.09","2010","Government","0"
"166.09","2010","Self-Employed","0"
"166.1","2010","Military","0"
"166.1","2010","Agriculture and Mining","0"
"166.1","2010","Construction","0"
"166.1","2010","Manufacturing","0"
"166.1","2010","Wholesale Trade","0"
"166.1","2010","Retail Trade","0"
"166.1","2010","Transporation, Warehousing, and Utilities","0"
"166.1","2010","Information","0"
"166.1","2010","Finance and Real Estate","0"
"166.1","2010","Professional and Business Services","0"
"166.1","2010","Education and Healthcare","0"
"166.1","2010","Leisure and Hospitality","0"
"166.1","2010","Office Services","0"
"166.1","2010","Government","0"
"166.1","2010","Self-Employed","0"
"166.12","2010","Military","0"
"166.12","2010","Agriculture and Mining","0"
"166.12","2010","Construction","0"
"166.12","2010","Manufacturing","0"
"166.12","2010","Wholesale Trade","0"
"166.12","2010","Retail Trade","0"
"166.12","2010","Transporation, Warehousing, and Utilities","0"
"166.12","2010","Information","0"
"166.12","2010","Finance and Real Estate","0"
"166.12","2010","Professional and Business Services","0"
"166.12","2010","Education and Healthcare","0"
"166.12","2010","Leisure and Hospitality","0"
"166.12","2010","Office Services","0"
"166.12","2010","Government","0"
"166.12","2010","Self-Employed","0"
"166.13","2010","Military","0"
"166.13","2010","Agriculture and Mining","0"
"166.13","2010","Construction","0"
"166.13","2010","Manufacturing","0"
"166.13","2010","Wholesale Trade","0"
"166.13","2010","Retail Trade","0"
"166.13","2010","Transporation, Warehousing, and Utilities","0"
"166.13","2010","Information","0"
"166.13","2010","Finance and Real Estate","0"
"166.13","2010","Professional and Business Services","0"
"166.13","2010","Education and Healthcare","0"
"166.13","2010","Leisure and Hospitality","0"
"166.13","2010","Office Services","0"
"166.13","2010","Government","0"
"166.13","2010","Self-Employed","0"
"166.14","2010","Military","0"
"166.14","2010","Agriculture and Mining","0"
"166.14","2010","Construction","0"
"166.14","2010","Manufacturing","0"
"166.14","2010","Wholesale Trade","0"
"166.14","2010","Retail Trade","0"
"166.14","2010","Transporation, Warehousing, and Utilities","0"
"166.14","2010","Information","0"
"166.14","2010","Finance and Real Estate","0"
"166.14","2010","Professional and Business Services","0"
"166.14","2010","Education and Healthcare","0"
"166.14","2010","Leisure and Hospitality","0"
"166.14","2010","Office Services","0"
"166.14","2010","Government","0"
"166.14","2010","Self-Employed","0"
"166.15","2010","Military","0"
"166.15","2010","Agriculture and Mining","0"
"166.15","2010","Construction","0"
"166.15","2010","Manufacturing","0"
"166.15","2010","Wholesale Trade","0"
"166.15","2010","Retail Trade","0"
"166.15","2010","Transporation, Warehousing, and Utilities","0"
"166.15","2010","Information","0"
"166.15","2010","Finance and Real Estate","0"
"166.15","2010","Professional and Business Services","0"
"166.15","2010","Education and Healthcare","0"
"166.15","2010","Leisure and Hospitality","0"
"166.15","2010","Office Services","0"
"166.15","2010","Government","0"
"166.15","2010","Self-Employed","0"
"166.16","2010","Military","0"
"166.16","2010","Agriculture and Mining","0"
"166.16","2010","Construction","0"
"166.16","2010","Manufacturing","0"
"166.16","2010","Wholesale Trade","0"
"166.16","2010","Retail Trade","0"
"166.16","2010","Transporation, Warehousing, and Utilities","0"
"166.16","2010","Information","0"
"166.16","2010","Finance and Real Estate","0"
"166.16","2010","Professional and Business Services","0"
"166.16","2010","Education and Healthcare","0"
"166.16","2010","Leisure and Hospitality","0"
"166.16","2010","Office Services","0"
"166.16","2010","Government","0"
"166.16","2010","Self-Employed","0"
"166.17","2010","Military","0"
"166.17","2010","Agriculture and Mining","0"
"166.17","2010","Construction","0"
"166.17","2010","Manufacturing","0"
"166.17","2010","Wholesale Trade","0"
"166.17","2010","Retail Trade","0"
"166.17","2010","Transporation, Warehousing, and Utilities","0"
"166.17","2010","Information","0"
"166.17","2010","Finance and Real Estate","0"
"166.17","2010","Professional and Business Services","0"
"166.17","2010","Education and Healthcare","0"
"166.17","2010","Leisure and Hospitality","0"
"166.17","2010","Office Services","0"
"166.17","2010","Government","0"
"166.17","2010","Self-Employed","0"
"167.01","2010","Military","0"
"167.01","2010","Agriculture and Mining","0"
"167.01","2010","Construction","0"
"167.01","2010","Manufacturing","0"
"167.01","2010","Wholesale Trade","0"
"167.01","2010","Retail Trade","0"
"167.01","2010","Transporation, Warehousing, and Utilities","0"
"167.01","2010","Information","0"
"167.01","2010","Finance and Real Estate","0"
"167.01","2010","Professional and Business Services","0"
"167.01","2010","Education and Healthcare","0"
"167.01","2010","Leisure and Hospitality","0"
"167.01","2010","Office Services","0"
"167.01","2010","Government","0"
"167.01","2010","Self-Employed","0"
"167.02","2010","Military","0"
"167.02","2010","Agriculture and Mining","0"
"167.02","2010","Construction","0"
"167.02","2010","Manufacturing","0"
"167.02","2010","Wholesale Trade","0"
"167.02","2010","Retail Trade","0"
"167.02","2010","Transporation, Warehousing, and Utilities","0"
"167.02","2010","Information","0"
"167.02","2010","Finance and Real Estate","0"
"167.02","2010","Professional and Business Services","0"
"167.02","2010","Education and Healthcare","0"
"167.02","2010","Leisure and Hospitality","0"
"167.02","2010","Office Services","0"
"167.02","2010","Government","0"
"167.02","2010","Self-Employed","0"
"168.02","2010","Military","0"
"168.02","2010","Agriculture and Mining","0"
"168.02","2010","Construction","0"
"168.02","2010","Manufacturing","0"
"168.02","2010","Wholesale Trade","0"
"168.02","2010","Retail Trade","0"
"168.02","2010","Transporation, Warehousing, and Utilities","0"
"168.02","2010","Information","0"
"168.02","2010","Finance and Real Estate","0"
"168.02","2010","Professional and Business Services","0"
"168.02","2010","Education and Healthcare","0"
"168.02","2010","Leisure and Hospitality","0"
"168.02","2010","Office Services","0"
"168.02","2010","Government","0"
"168.02","2010","Self-Employed","0"
"168.04","2010","Military","0"
"168.04","2010","Agriculture and Mining","0"
"168.04","2010","Construction","0"
"168.04","2010","Manufacturing","0"
"168.04","2010","Wholesale Trade","0"
"168.04","2010","Retail Trade","0"
"168.04","2010","Transporation, Warehousing, and Utilities","0"
"168.04","2010","Information","0"
"168.04","2010","Finance and Real Estate","0"
"168.04","2010","Professional and Business Services","0"
"168.04","2010","Education and Healthcare","0"
"168.04","2010","Leisure and Hospitality","0"
"168.04","2010","Office Services","0"
"168.04","2010","Government","0"
"168.04","2010","Self-Employed","0"
"168.06","2010","Military","0"
"168.06","2010","Agriculture and Mining","0"
"168.06","2010","Construction","0"
"168.06","2010","Manufacturing","0"
"168.06","2010","Wholesale Trade","0"
"168.06","2010","Retail Trade","0"
"168.06","2010","Transporation, Warehousing, and Utilities","0"
"168.06","2010","Information","0"
"168.06","2010","Finance and Real Estate","0"
"168.06","2010","Professional and Business Services","0"
"168.06","2010","Education and Healthcare","0"
"168.06","2010","Leisure and Hospitality","0"
"168.06","2010","Office Services","0"
"168.06","2010","Government","0"
"168.06","2010","Self-Employed","0"
"168.07","2010","Military","0"
"168.07","2010","Agriculture and Mining","0"
"168.07","2010","Construction","0"
"168.07","2010","Manufacturing","0"
"168.07","2010","Wholesale Trade","0"
"168.07","2010","Retail Trade","0"
"168.07","2010","Transporation, Warehousing, and Utilities","0"
"168.07","2010","Information","0"
"168.07","2010","Finance and Real Estate","0"
"168.07","2010","Professional and Business Services","0"
"168.07","2010","Education and Healthcare","0"
"168.07","2010","Leisure and Hospitality","0"
"168.07","2010","Office Services","0"
"168.07","2010","Government","0"
"168.07","2010","Self-Employed","0"
"168.09","2010","Military","0"
"168.09","2010","Agriculture and Mining","0"
"168.09","2010","Construction","0"
"168.09","2010","Manufacturing","0"
"168.09","2010","Wholesale Trade","0"
"168.09","2010","Retail Trade","0"
"168.09","2010","Transporation, Warehousing, and Utilities","0"
"168.09","2010","Information","0"
"168.09","2010","Finance and Real Estate","0"
"168.09","2010","Professional and Business Services","0"
"168.09","2010","Education and Healthcare","0"
"168.09","2010","Leisure and Hospitality","0"
"168.09","2010","Office Services","0"
"168.09","2010","Government","0"
"168.09","2010","Self-Employed","0"
"168.1","2010","Military","0"
"168.1","2010","Agriculture and Mining","0"
"168.1","2010","Construction","0"
"168.1","2010","Manufacturing","0"
"168.1","2010","Wholesale Trade","0"
"168.1","2010","Retail Trade","0"
"168.1","2010","Transporation, Warehousing, and Utilities","0"
"168.1","2010","Information","0"
"168.1","2010","Finance and Real Estate","0"
"168.1","2010","Professional and Business Services","0"
"168.1","2010","Education and Healthcare","0"
"168.1","2010","Leisure and Hospitality","0"
"168.1","2010","Office Services","0"
"168.1","2010","Government","0"
"168.1","2010","Self-Employed","0"
"168.11","2010","Military","0"
"168.11","2010","Agriculture and Mining","0"
"168.11","2010","Construction","0"
"168.11","2010","Manufacturing","0"
"168.11","2010","Wholesale Trade","0"
"168.11","2010","Retail Trade","0"
"168.11","2010","Transporation, Warehousing, and Utilities","0"
"168.11","2010","Information","0"
"168.11","2010","Finance and Real Estate","0"
"168.11","2010","Professional and Business Services","0"
"168.11","2010","Education and Healthcare","0"
"168.11","2010","Leisure and Hospitality","0"
"168.11","2010","Office Services","0"
"168.11","2010","Government","0"
"168.11","2010","Self-Employed","0"
"169.01","2010","Military","0"
"169.01","2010","Agriculture and Mining","0"
"169.01","2010","Construction","0"
"169.01","2010","Manufacturing","0"
"169.01","2010","Wholesale Trade","0"
"169.01","2010","Retail Trade","0"
"169.01","2010","Transporation, Warehousing, and Utilities","0"
"169.01","2010","Information","0"
"169.01","2010","Finance and Real Estate","0"
"169.01","2010","Professional and Business Services","0"
"169.01","2010","Education and Healthcare","0"
"169.01","2010","Leisure and Hospitality","0"
"169.01","2010","Office Services","0"
"169.01","2010","Government","0"
"169.01","2010","Self-Employed","0"
"169.02","2010","Military","0"
"169.02","2010","Agriculture and Mining","0"
"169.02","2010","Construction","0"
"169.02","2010","Manufacturing","0"
"169.02","2010","Wholesale Trade","0"
"169.02","2010","Retail Trade","0"
"169.02","2010","Transporation, Warehousing, and Utilities","0"
"169.02","2010","Information","0"
"169.02","2010","Finance and Real Estate","0"
"169.02","2010","Professional and Business Services","0"
"169.02","2010","Education and Healthcare","0"
"169.02","2010","Leisure and Hospitality","0"
"169.02","2010","Office Services","0"
"169.02","2010","Government","0"
"169.02","2010","Self-Employed","0"
"17","2010","Military","0"
"17","2010","Agriculture and Mining","0"
"17","2010","Construction","0"
"17","2010","Manufacturing","0"
"17","2010","Wholesale Trade","0"
"17","2010","Retail Trade","0"
"17","2010","Transporation, Warehousing, and Utilities","0"
"17","2010","Information","0"
"17","2010","Finance and Real Estate","0"
"17","2010","Professional and Business Services","0"
"17","2010","Education and Healthcare","0"
"17","2010","Leisure and Hospitality","0"
"17","2010","Office Services","0"
"17","2010","Government","0"
"17","2010","Self-Employed","0"
"170.06","2010","Military","0"
"170.06","2010","Agriculture and Mining","0"
"170.06","2010","Construction","0"
"170.06","2010","Manufacturing","0"
"170.06","2010","Wholesale Trade","0"
"170.06","2010","Retail Trade","0"
"170.06","2010","Transporation, Warehousing, and Utilities","0"
"170.06","2010","Information","0"
"170.06","2010","Finance and Real Estate","0"
"170.06","2010","Professional and Business Services","0"
"170.06","2010","Education and Healthcare","0"
"170.06","2010","Leisure and Hospitality","0"
"170.06","2010","Office Services","0"
"170.06","2010","Government","0"
"170.06","2010","Self-Employed","0"
"170.09","2010","Military","0"
"170.09","2010","Agriculture and Mining","0"
"170.09","2010","Construction","0"
"170.09","2010","Manufacturing","0"
"170.09","2010","Wholesale Trade","0"
"170.09","2010","Retail Trade","0"
"170.09","2010","Transporation, Warehousing, and Utilities","0"
"170.09","2010","Information","0"
"170.09","2010","Finance and Real Estate","0"
"170.09","2010","Professional and Business Services","0"
"170.09","2010","Education and Healthcare","0"
"170.09","2010","Leisure and Hospitality","0"
"170.09","2010","Office Services","0"
"170.09","2010","Government","0"
"170.09","2010","Self-Employed","0"
"170.1","2010","Military","0"
"170.1","2010","Agriculture and Mining","0"
"170.1","2010","Construction","0"
"170.1","2010","Manufacturing","0"
"170.1","2010","Wholesale Trade","0"
"170.1","2010","Retail Trade","0"
"170.1","2010","Transporation, Warehousing, and Utilities","0"
"170.1","2010","Information","0"
"170.1","2010","Finance and Real Estate","0"
"170.1","2010","Professional and Business Services","0"
"170.1","2010","Education and Healthcare","0"
"170.1","2010","Leisure and Hospitality","0"
"170.1","2010","Office Services","0"
"170.1","2010","Government","0"
"170.1","2010","Self-Employed","0"
"170.14","2010","Military","0"
"170.14","2010","Agriculture and Mining","0"
"170.14","2010","Construction","0"
"170.14","2010","Manufacturing","0"
"170.14","2010","Wholesale Trade","0"
"170.14","2010","Retail Trade","0"
"170.14","2010","Transporation, Warehousing, and Utilities","0"
"170.14","2010","Information","0"
"170.14","2010","Finance and Real Estate","0"
"170.14","2010","Professional and Business Services","0"
"170.14","2010","Education and Healthcare","0"
"170.14","2010","Leisure and Hospitality","0"
"170.14","2010","Office Services","0"
"170.14","2010","Government","0"
"170.14","2010","Self-Employed","0"
"170.15","2010","Military","0"
"170.15","2010","Agriculture and Mining","0"
"170.15","2010","Construction","0"
"170.15","2010","Manufacturing","0"
"170.15","2010","Wholesale Trade","0"
"170.15","2010","Retail Trade","0"
"170.15","2010","Transporation, Warehousing, and Utilities","0"
"170.15","2010","Information","0"
"170.15","2010","Finance and Real Estate","0"
"170.15","2010","Professional and Business Services","0"
"170.15","2010","Education and Healthcare","0"
"170.15","2010","Leisure and Hospitality","0"
"170.15","2010","Office Services","0"
"170.15","2010","Government","0"
"170.15","2010","Self-Employed","0"
"170.18","2010","Military","0"
"170.18","2010","Agriculture and Mining","0"
"170.18","2010","Construction","0"
"170.18","2010","Manufacturing","0"
"170.18","2010","Wholesale Trade","0"
"170.18","2010","Retail Trade","0"
"170.18","2010","Transporation, Warehousing, and Utilities","0"
"170.18","2010","Information","0"
"170.18","2010","Finance and Real Estate","0"
"170.18","2010","Professional and Business Services","0"
"170.18","2010","Education and Healthcare","0"
"170.18","2010","Leisure and Hospitality","0"
"170.18","2010","Office Services","0"
"170.18","2010","Government","0"
"170.18","2010","Self-Employed","0"
"170.19","2010","Military","0"
"170.19","2010","Agriculture and Mining","0"
"170.19","2010","Construction","0"
"170.19","2010","Manufacturing","0"
"170.19","2010","Wholesale Trade","0"
"170.19","2010","Retail Trade","0"
"170.19","2010","Transporation, Warehousing, and Utilities","0"
"170.19","2010","Information","0"
"170.19","2010","Finance and Real Estate","0"
"170.19","2010","Professional and Business Services","0"
"170.19","2010","Education and Healthcare","0"
"170.19","2010","Leisure and Hospitality","0"
"170.19","2010","Office Services","0"
"170.19","2010","Government","0"
"170.19","2010","Self-Employed","0"
"170.2","2010","Military","0"
"170.2","2010","Agriculture and Mining","0"
"170.2","2010","Construction","0"
"170.2","2010","Manufacturing","0"
"170.2","2010","Wholesale Trade","0"
"170.2","2010","Retail Trade","0"
"170.2","2010","Transporation, Warehousing, and Utilities","0"
"170.2","2010","Information","0"
"170.2","2010","Finance and Real Estate","0"
"170.2","2010","Professional and Business Services","0"
"170.2","2010","Education and Healthcare","0"
"170.2","2010","Leisure and Hospitality","0"
"170.2","2010","Office Services","0"
"170.2","2010","Government","0"
"170.2","2010","Self-Employed","0"
"170.21","2010","Military","0"
"170.21","2010","Agriculture and Mining","0"
"170.21","2010","Construction","0"
"170.21","2010","Manufacturing","0"
"170.21","2010","Wholesale Trade","0"
"170.21","2010","Retail Trade","0"
"170.21","2010","Transporation, Warehousing, and Utilities","0"
"170.21","2010","Information","0"
"170.21","2010","Finance and Real Estate","0"
"170.21","2010","Professional and Business Services","0"
"170.21","2010","Education and Healthcare","0"
"170.21","2010","Leisure and Hospitality","0"
"170.21","2010","Office Services","0"
"170.21","2010","Government","0"
"170.21","2010","Self-Employed","0"
"170.22","2010","Military","0"
"170.22","2010","Agriculture and Mining","0"
"170.22","2010","Construction","0"
"170.22","2010","Manufacturing","0"
"170.22","2010","Wholesale Trade","0"
"170.22","2010","Retail Trade","0"
"170.22","2010","Transporation, Warehousing, and Utilities","0"
"170.22","2010","Information","0"
"170.22","2010","Finance and Real Estate","0"
"170.22","2010","Professional and Business Services","0"
"170.22","2010","Education and Healthcare","0"
"170.22","2010","Leisure and Hospitality","0"
"170.22","2010","Office Services","0"
"170.22","2010","Government","0"
"170.22","2010","Self-Employed","0"
"170.29","2010","Military","0"
"170.29","2010","Agriculture and Mining","0"
"170.29","2010","Construction","0"
"170.29","2010","Manufacturing","0"
"170.29","2010","Wholesale Trade","0"
"170.29","2010","Retail Trade","0"
"170.29","2010","Transporation, Warehousing, and Utilities","0"
"170.29","2010","Information","0"
"170.29","2010","Finance and Real Estate","0"
"170.29","2010","Professional and Business Services","0"
"170.29","2010","Education and Healthcare","0"
"170.29","2010","Leisure and Hospitality","0"
"170.29","2010","Office Services","0"
"170.29","2010","Government","0"
"170.29","2010","Self-Employed","0"
"170.3","2010","Military","0"
"170.3","2010","Agriculture and Mining","0"
"170.3","2010","Construction","0"
"170.3","2010","Manufacturing","0"
"170.3","2010","Wholesale Trade","0"
"170.3","2010","Retail Trade","0"
"170.3","2010","Transporation, Warehousing, and Utilities","0"
"170.3","2010","Information","0"
"170.3","2010","Finance and Real Estate","0"
"170.3","2010","Professional and Business Services","0"
"170.3","2010","Education and Healthcare","0"
"170.3","2010","Leisure and Hospitality","0"
"170.3","2010","Office Services","0"
"170.3","2010","Government","0"
"170.3","2010","Self-Employed","0"
"170.31","2010","Military","0"
"170.31","2010","Agriculture and Mining","0"
"170.31","2010","Construction","0"
"170.31","2010","Manufacturing","0"
"170.31","2010","Wholesale Trade","0"
"170.31","2010","Retail Trade","0"
"170.31","2010","Transporation, Warehousing, and Utilities","0"
"170.31","2010","Information","0"
"170.31","2010","Finance and Real Estate","0"
"170.31","2010","Professional and Business Services","0"
"170.31","2010","Education and Healthcare","0"
"170.31","2010","Leisure and Hospitality","0"
"170.31","2010","Office Services","0"
"170.31","2010","Government","0"
"170.31","2010","Self-Employed","0"
"170.32","2010","Military","0"
"170.32","2010","Agriculture and Mining","0"
"170.32","2010","Construction","0"
"170.32","2010","Manufacturing","0"
"170.32","2010","Wholesale Trade","0"
"170.32","2010","Retail Trade","0"
"170.32","2010","Transporation, Warehousing, and Utilities","0"
"170.32","2010","Information","0"
"170.32","2010","Finance and Real Estate","0"
"170.32","2010","Professional and Business Services","0"
"170.32","2010","Education and Healthcare","0"
"170.32","2010","Leisure and Hospitality","0"
"170.32","2010","Office Services","0"
"170.32","2010","Government","0"
"170.32","2010","Self-Employed","0"
"170.33","2010","Military","0"
"170.33","2010","Agriculture and Mining","0"
"170.33","2010","Construction","0"
"170.33","2010","Manufacturing","0"
"170.33","2010","Wholesale Trade","0"
"170.33","2010","Retail Trade","0"
"170.33","2010","Transporation, Warehousing, and Utilities","0"
"170.33","2010","Information","0"
"170.33","2010","Finance and Real Estate","0"
"170.33","2010","Professional and Business Services","0"
"170.33","2010","Education and Healthcare","0"
"170.33","2010","Leisure and Hospitality","0"
"170.33","2010","Office Services","0"
"170.33","2010","Government","0"
"170.33","2010","Self-Employed","0"
"170.34","2010","Military","0"
"170.34","2010","Agriculture and Mining","0"
"170.34","2010","Construction","0"
"170.34","2010","Manufacturing","0"
"170.34","2010","Wholesale Trade","0"
"170.34","2010","Retail Trade","0"
"170.34","2010","Transporation, Warehousing, and Utilities","0"
"170.34","2010","Information","0"
"170.34","2010","Finance and Real Estate","0"
"170.34","2010","Professional and Business Services","0"
"170.34","2010","Education and Healthcare","0"
"170.34","2010","Leisure and Hospitality","0"
"170.34","2010","Office Services","0"
"170.34","2010","Government","0"
"170.34","2010","Self-Employed","0"
"170.35","2010","Military","0"
"170.35","2010","Agriculture and Mining","0"
"170.35","2010","Construction","0"
"170.35","2010","Manufacturing","0"
"170.35","2010","Wholesale Trade","0"
"170.35","2010","Retail Trade","0"
"170.35","2010","Transporation, Warehousing, and Utilities","0"
"170.35","2010","Information","0"
"170.35","2010","Finance and Real Estate","0"
"170.35","2010","Professional and Business Services","0"
"170.35","2010","Education and Healthcare","0"
"170.35","2010","Leisure and Hospitality","0"
"170.35","2010","Office Services","0"
"170.35","2010","Government","0"
"170.35","2010","Self-Employed","0"
"170.36","2010","Military","0"
"170.36","2010","Agriculture and Mining","0"
"170.36","2010","Construction","0"
"170.36","2010","Manufacturing","0"
